ID_Zindi,Date,ID,LAT,LON,Precipitation,LST,AAI,CloudFraction,NO2_strat,NO2_total,NO2_trop,TropopausePressure,GT_NO2
ID_0XPXP6,5/5/19,X5520,45.52655087,8.736496578,0.0,,-1.753806949,0.22651656,6.72e-05,0.000139,,22100.00084,1.55
ID_K5QDME,5/5/19,X5548,45.2819562,8.988562727,0.0,,-0.517457962,0.951171398,6.7e-05,0.000122,,22151.01925,9.6
ID_1O033F,5/5/19,X5554,45.54851736,8.847321929,0.0,,-1.57686615,0.388893485,6.73e-05,0.000143,,22102.96865,5.1
ID_AWLC8E,5/5/19,X5950,45.27848755,10.00620239,0.0,,-1.015283227,0.832166493,6.61e-05,0.000131,,22194.31512,0.575
ID_L1LGIH,5/5/19,X6685,45.1946761,9.164638301,0.0,,-0.567428172,0.969682157,6.68e-05,0.000116,,22174.22016,9.325
ID_2V5Q1T,5/5/19,X6871,45.14526013,10.80332595,28.52395439,,,,,,,,4.725
ID_U4LO75,5/5/19,X9802,45.16056833,10.79556411,25.57491112,,,,,,,,6.075
ID_C2WG6U,5/5/19,X9928,45.14254063,10.04383616,0.0,,-0.767366767,0.919036448,6.56e-05,0.000181,,22186.22034,10.875
ID_DTPQGO,6/5/19,PD04,45.37100479,11.84082978,0.0,299.7,-1.093372582,0.004028442,6.86e-05,0.000144,7.51e-05,22220.28083,11.0
ID_6HF93C,6/5/19,RO02,45.10407489,11.55324086,0.0,294.94,-1.285297513,0.0,6.77e-05,0.000107,3.9e-05,22213.17929,6.0
ID_0994EP,6/5/19,TV01,45.88973369,12.30712448,0.0,301.4,-1.881474972,0.075853929,7.14e-05,0.00011,3.89e-05,22139.95161,21.0
ID_FUMA4D,6/5/19,TV02,45.67172072,12.23780698,0.0,300.3,-1.244652867,0.019570472,7.12e-05,0.000178,0.000106,22182.10254,26.0
ID_J8X3PG,6/5/19,VE01,45.6290925,12.59068235,0.0,300.78,-1.015397159,0.000516,7.28e-05,0.00018,0.000107,22170.85997,20.0
ID_G6CKSL,6/5/19,VR02,45.18262647,11.31051146,0.0,296.04,-1.116521835,0.0,6.75e-05,0.000114,4.68e-05,22223.86638,9.0
ID_3WH402,6/5/19,X10038,45.61924378,8.756970445,0.0,296.22,-0.957083166,0.01475504,6.58e-05,0.000203,0.000137,19238.24653,3.9
ID_2U2PZR,6/5/19,X10167,45.01687782,11.07609463,0.0,296.22,-1.373315111,0.0,6.83e-05,0.000112,4.36e-05,22199.96422,3.633333333
ID_1YT9LX,6/5/19,X12017,45.15046887,9.930596472,0.0,300.58,-1.037033677,0.0,6.81e-05,0.000121,5.32e-05,19310.97258,6.225
ID_M2GTPS,6/5/19,X20034,45.10276628,8.904174528,0.0,300.38,-0.840740561,0.0,6.76e-05,0.000152,8.4e-05,19285.45523,7.85
ID_VEEM7T,6/5/19,X5520,45.52655087,8.736496578,0.0,300.28,-1.119670471,0.010661833,6.58e-05,0.000225,0.000159,19253.1325,14.775
ID_ZEMKHY,6/5/19,X5548,45.2819562,8.988562727,0.0,293.74,-1.177112456,0.0,6.76e-05,0.000145,7.77e-05,19288.5993,9.075
ID_5MTCFB,6/5/19,X5554,45.54851736,8.847321929,0.0,301.12,-1.066476107,0.028550683,6.63e-05,0.000236,0.00017,19248.73539,33.95
ID_OPZB13,6/5/19,X5950,45.27848755,10.00620239,0.0,297.8,-1.169568419,0.0,6.82e-05,0.000132,6.39e-05,19313.40718,2.9
ID_9NB44K,6/5/19,X6685,45.1946761,9.164638301,0.0,301.68,-0.950749553,0.0,6.82e-05,0.00014,7.19e-05,19301.62764,16.475
ID_TWUC2L,6/5/19,X6871,45.14526013,10.80332595,0.0,295.44,-1.174292824,0.0,6.84e-05,0.000126,5.73e-05,22215.32809,19.525
ID_OPPGZR,6/5/19,X9802,45.16056833,10.79556411,0.0,296.62,-1.168921113,0.0,6.84e-05,0.000126,5.76e-05,22215.54106,12.075
ID_5MJ3QF,6/5/19,X9928,45.14254063,10.04383616,0.0,301.26,-1.046769619,0.0,6.98e-05,0.000118,4.8e-05,22221.16653,11.4
ID_09NK7Z,7/5/19,PD04,45.37100479,11.84082978,0.0,,-2.334340334,0.261928618,6.42e-05,0.000119,,19320.03928,21.0
ID_5MG0AE,7/5/19,RO02,45.10407489,11.55324086,0.0,289.92,-2.178880453,0.067135766,6.49e-05,0.000136,7.1e-05,19312.19128,8.0
ID_RSS95G,7/5/19,TV01,45.88973369,12.30712448,0.0,,-1.181493044,0.832596898,6.54e-05,0.000106,,19280.63266,23.0
ID_56AFIF,7/5/19,TV02,45.67172072,12.23780698,0.0,,-2.416530624,0.27598689,6.51e-05,9.37e-05,,19301.6717,20.0
ID_NMPFUY,7/5/19,VE01,45.6290925,12.59068235,0.0,,-0.520627737,0.684031725,6.61e-05,8.76e-05,,19292.70349,21.0
ID_WH8ETL,7/5/19,VR02,45.18262647,11.31051146,0.0,,-2.21253562,0.25466302,6.41e-05,0.00012,,19322.20056,11.0
ID_JAHHWL,7/5/19,X10038,45.61924378,8.756970445,0.0,298.0,-1.712351799,0.043583307,6.17e-05,0.000185,0.000123,19247.6283,12.925
ID_B5BSCT,7/5/19,X10167,45.01687782,11.07609463,0.0,,-2.08157489,0.407423828,6.5e-05,0.000114,,19304.20318,11.45
ID_BAIAWK,7/5/19,X12017,45.15046887,9.930596472,0.0,297.88,-1.686184168,0.0,6.47e-05,0.000145,7.98e-05,19321.48328,11.925
ID_QADCK0,7/5/19,X20034,45.10276628,8.904174528,0.0,,-1.444091255,0.254861133,6.3e-05,0.000142,,19296.38593,17.75
ID_3YWLMI,7/5/19,X5520,45.52655087,8.736496578,0.0,295.1,-1.843955755,0.06775333,6.12e-05,0.000143,8.2e-05,19261.21647,14.75
ID_0Y9X6Y,7/5/19,X5548,45.2819562,8.988562727,0.0,,-1.594585896,0.131580397,6.29e-05,0.00011,4.68e-05,19297.95569,10.4
ID_AY0NWN,7/5/19,X5554,45.54851736,8.847321929,0.0,297.76,-1.705821872,0.065109015,6.18e-05,0.000166,0.000104,19268.2169,30.7
ID_DJ6V5A,7/5/19,X5950,45.27848755,10.00620239,0.0,,-2.32236433,0.06385459,6.47e-05,0.00014,7.52e-05,19322.08512,9.75
ID_EEUH1U,7/5/19,X6685,45.1946761,9.164638301,0.0,294.14,-1.511782646,0.150409505,6.37e-05,0.000119,,19310.07524,19.275
ID_ZEKS5C,7/5/19,X6871,45.14526013,10.80332595,0.0,,-1.87738359,0.43760708,6.46e-05,0.000133,,19313.50656,17.3
ID_F7H9HH,7/5/19,X9802,45.16056833,10.79556411,0.0,,-1.898643264,0.434121124,6.46e-05,0.000134,,19314.12373,15.675
ID_UHYONP,7/5/19,X9928,45.14254063,10.04383616,0.0,,-2.046977758,0.00951852,6.47e-05,0.000136,7.13e-05,19318.04061,16.2
ID_QH04ZY,8/5/19,PD04,45.37100479,11.84082978,16.35984993,,-0.629633129,0.919302225,5.47e-05,0.000112,,16723.81238,28.0
ID_WI0R0K,8/5/19,RO02,45.10407489,11.55324086,21.01567459,,-0.579175949,0.915363133,5.41e-05,9.99e-05,,16721.08667,12.0
ID_89DOZ5,8/5/19,TV01,45.88973369,12.30712448,20.660923,,,,,,,,20.0
ID_5PZCFV,8/5/19,TV02,45.67172072,12.23780698,16.51903915,,-1.845689893,0.578791976,5.57e-05,0.000145,,16713.6475,27.0
ID_7UKI1I,8/5/19,VE01,45.6290925,12.59068235,20.86429977,,-1.861792326,0.608261526,5.66e-05,0.000102,,16708.78408,23.0
ID_I4XI2G,8/5/19,VR02,45.18262647,11.31051146,21.93836021,,-1.035692453,0.89444524,5.35e-05,8.73e-05,,16723.55652,15.0
ID_AEATYW,8/5/19,X10038,45.61924378,8.756970445,18.15223503,,,,,,,,29.175
ID_9J2REW,8/5/19,X10167,45.01687782,11.07609463,27.74584389,,-0.928367198,0.940321088,5.23e-05,0.000118,,14431.19899,11.725
ID_6P184K,8/5/19,X12017,45.15046887,9.930596472,30.85440254,,,,,,,,20.675
ID_K8XTO3,8/5/19,X20034,45.10276628,8.904174528,0.0,,,,,,,,28.8
ID_MHRZ0D,8/5/19,X5520,45.52655087,8.736496578,22.1944561,,,,,,,,21.975
ID_SNV02R,8/5/19,X5548,45.2819562,8.988562727,22.22715378,,,,,,,,38.15
ID_MZ9ID7,8/5/19,X5554,45.54851736,8.847321929,21.08423996,,,,,,,,46.05
ID_DHJ06H,8/5/19,X5950,45.27848755,10.00620239,25.0737648,,,,,,,,13.3
ID_8BKZS5,8/5/19,X6685,45.1946761,9.164638301,33.72867584,,,,,,,,29.525
ID_9DAUDX,8/5/19,X6871,45.14526013,10.80332595,33.66487503,,-0.773259878,0.954825997,5.17e-05,0.000137,,14433.11125,24.725
ID_0NE0MW,8/5/19,X9802,45.16056833,10.79556411,0.0,,-0.77641958,0.957623839,5.16e-05,0.000123,,14434.20155,20.7
ID_A73QVY,8/5/19,X9928,45.14254063,10.04383616,0.0,,,,,,,,32.275
ID_ZBBPKS,9/5/19,PD04,45.37100479,11.84082978,0.0,294.26,-1.338437706,0.173183963,6.44e-05,9.51e-05,2.4e-05,19288.45473,17.0
ID_NH9MTB,9/5/19,RO02,45.10407489,11.55324086,0.0,296.44,-1.169141978,0.164236493,6.36e-05,8.83e-05,2.27e-05,19283.73337,6.0
ID_RV85EF,9/5/19,TV01,45.88973369,12.30712448,0.0,,-0.906319126,0.50945659,6.41e-05,8.79e-05,,19241.89476,21.0
ID_DF873Z,9/5/19,TV02,45.67172072,12.23780698,0.0,294.44,-1.596003654,0.221448745,6.47e-05,9.75e-05,4.21e-05,19270.04872,20.0
ID_OKKZ6I,9/5/19,VE01,45.6290925,12.59068235,0.0,,-1.398378609,0.315345755,6.45e-05,9.22e-05,,19259.39345,23.0
ID_3AUP0P,9/5/19,VR02,45.18262647,11.31051146,0.0,290.46,-0.770685185,0.202229422,6.36e-05,9.56e-05,2.56e-05,19288.40482,13.0
ID_51UAYL,9/5/19,X10038,45.61924378,8.756970445,0.0,294.62,-1.112622132,0.173669152,5.95e-05,0.000101,4.3e-05,19220.83947,9.05
ID_YQC6E4,9/5/19,X10167,45.01687782,11.07609463,0.0,283.34,-1.236753821,0.116364314,6.16e-05,9.04e-05,3.09e-05,17991.2738,4.45
ID_FQC0IK,9/5/19,X12017,45.15046887,9.930596472,0.0,298.32,-1.147220671,0.140807226,6.41e-05,9.25e-05,3.64e-05,19289.89016,6.55
ID_UZ7Z4N,9/5/19,X20034,45.10276628,8.904174528,0.0,,-1.005254805,0.131184856,6.23e-05,0.00011,5.5e-05,19269.62404,16.125
ID_O8A9CH,9/5/19,X5520,45.52655087,8.736496578,0.0,,-1.079499159,0.185226308,5.98e-05,9.89e-05,3.77e-05,19233.61457,4.5
ID_AKUW7K,9/5/19,X5548,45.2819562,8.988562727,0.0,,-0.44423075,0.264604688,6.21e-05,8.44e-05,,19267.84036,6.25
ID_GQPWTR,9/5/19,X5554,45.54851736,8.847321929,0.0,,-1.146703636,0.184884753,6.04e-05,0.000105,4.57e-05,19239.07095,16.025
ID_W83KBD,9/5/19,X5950,45.27848755,10.00620239,0.0,,-0.961093629,0.133304916,6.41e-05,0.000109,6.25e-05,19292.49635,2.925
ID_4OHKVW,9/5/19,X6685,45.1946761,9.164638301,0.0,294.28,-1.088965878,0.148160632,6.35e-05,9.39e-05,3.01e-05,19278.19285,15.45
ID_P8SFUZ,9/5/19,X6871,45.14526013,10.80332595,0.0,293.78,-1.1566829,0.144648537,6.32e-05,9.19e-05,2.92e-05,19283.88323,20.175
ID_6MNMSE,9/5/19,X9802,45.16056833,10.79556411,0.0,294.76,-1.129834652,0.144648537,6.32e-05,9.33e-05,3.2e-05,19285.19858,8.175
ID_TFE9OK,9/5/19,X9928,45.14254063,10.04383616,0.0,299.7,-1.161130948,0.14081538,6.4e-05,9.19e-05,3.54e-05,19288.96948,13.675
ID_Z7220X,10/5/19,PD04,45.37100479,11.84082978,0.0,294.6,-1.55478685,0.10154781,5.71e-05,9.48e-05,3.77e-05,18010.63647,18.0
ID_34HEVL,10/5/19,RO02,45.10407489,11.55324086,0.0,292.68,-1.107083076,0.14615166,5.71e-05,8.48e-05,2.76e-05,18006.92791,5.0
ID_I61MDA,10/5/19,TV01,45.88973369,12.30712448,0.0,,-1.316404507,0.41589357,5.8e-05,8.76e-05,,19260.54119,17.0
ID_7INGAP,10/5/19,VE01,45.6290925,12.59068235,0.0,301.58,-1.099354559,0.150767124,5.9e-05,9.25e-05,4.08e-05,19275.29212,27.0
ID_P0A9XR,10/5/19,VR02,45.18262647,11.31051146,0.0,294.22,-1.121508285,0.134431588,5.69e-05,8.74e-05,3.05e-05,18010.86751,8.0
ID_L6ITTG,10/5/19,X10038,45.61924378,8.756970445,0.0,,-1.42724438,0.158796494,5.52e-05,0.000141,9.29e-05,16681.16443,10.8
ID_BMK7KE,10/5/19,X10167,45.01687782,11.07609463,0.0,302.98,-1.08021462,0.068031736,5.77e-05,9.86e-05,4.09e-05,16712.11078,6.7
ID_XEHSND,10/5/19,X12017,45.15046887,9.930596472,0.0,299.82,-1.333882324,0.007401721,5.78e-05,0.000106,4.85e-05,16720.57064,8.925
ID_U6FGQM,10/5/19,X20034,45.10276628,8.904174528,0.0,300.14,-1.162502464,2.42e-05,5.71e-05,0.000112,5.53e-05,16709.0579,19.85
ID_XC3H5E,10/5/19,X5520,45.52655087,8.736496578,0.0,294.4,-1.60697794,0.11272607,5.52e-05,0.000131,7.56e-05,16691.06622,11.275
ID_C7QBC2,10/5/19,X5548,45.2819562,8.988562727,0.0,301.18,-1.525109887,0.0,5.66e-05,0.000112,5.58e-05,16707.64406,10.675
ID_V99W3C,10/5/19,X5554,45.54851736,8.847321929,0.0,,-1.45603919,0.143682554,5.55e-05,0.00014,,16690.96264,28.5
ID_WWY66J,10/5/19,X5950,45.27848755,10.00620239,0.0,,-1.381764293,0.0,5.77e-05,0.000104,4.63e-05,16721.04876,6.0
ID_KM6G2N,10/5/19,X6685,45.1946761,9.164638301,0.0,299.84,-1.348794937,0.029529825,5.74e-05,0.000111,5.32e-05,16715.32026,15.025
ID_XKE14H,10/5/19,X6871,45.14526013,10.80332595,0.0,298.62,-0.956789434,0.122095384,5.75e-05,9.38e-05,3.63e-05,16715.92311,17.55
ID_GT63V9,10/5/19,X9802,45.16056833,10.79556411,0.0,292.76,-1.169958234,0.078361742,5.75e-05,9.95e-05,4.2e-05,16718.01388,11.85
ID_DIZYGS,10/5/19,X9928,45.14254063,10.04383616,0.0,,-1.248120189,0.017873857,5.77e-05,0.000103,4.49e-05,16719.14578,11.9
ID_DQSYM2,11/5/19,PD04,45.37100479,11.84082978,16.89788628,,-1.643646495,0.418175925,5.67e-05,0.000136,,19306.29575,14.0
ID_RUA55O,11/5/19,RO02,45.10407489,11.55324086,17.6433754,,-1.513943757,0.250349088,5.68e-05,9.07e-05,,19298.15097,5.0
ID_JMG5EM,11/5/19,TV01,45.88973369,12.30712448,15.50108147,,-0.974563097,0.803426811,5.69e-05,8.6e-05,,19262.10573,11.0
ID_QI9IHV,11/5/19,TV02,45.67172072,12.23780698,13.49482822,,-1.337151076,0.612399788,5.77e-05,9.07e-05,,19284.18889,12.0
ID_TTO73Q,11/5/19,VE01,45.6290925,12.59068235,8.88474369,,-1.406701326,0.453592777,5.96e-05,0.000117,,19277.50051,24.0
ID_UN3KB8,11/5/19,VR02,45.18262647,11.31051146,35.77770996,,-0.913990616,0.483430921,5.63e-05,8.19e-05,,19305.20481,8.0
ID_3ZW0UG,11/5/19,X10038,45.61924378,8.756970445,11.42292881,,-0.272733659,0.899965107,5.65e-05,7.86e-05,,22097.99051,6.0
ID_BJJKLK,11/5/19,X10167,45.01687782,11.07609463,0.0,301.42,-1.729025483,0.059349757,5.75e-05,9.4e-05,3.65e-05,19290.86094,6.55
ID_E2HGAR,11/5/19,X12017,45.15046887,9.930596472,0.0,,-0.699354529,0.665796697,5.69e-05,0.000112,,19306.63938,10.6
ID_HDBMVO,11/5/19,X20034,45.10276628,8.904174528,0.0,,-1.051262617,0.501415193,5.8e-05,8.57e-05,,22178.42798,7.525
ID_285O35,11/5/19,X5520,45.52655087,8.736496578,17.66262245,,-0.735451341,0.863477945,5.67e-05,8.45e-05,,22118.65318,5.825
ID_W48O0T,11/5/19,X5548,45.2819562,8.988562727,18.08193398,,0.048186194,0.937782764,5.62e-05,8.85e-05,,19285.46274,10.625
ID_5AEP7H,11/5/19,X5554,45.54851736,8.847321929,18.32667542,,-0.124236323,0.928385079,5.66e-05,8.23e-05,,22115.59298,12.875
ID_1HU7LH,11/5/19,X5950,45.27848755,10.00620239,0.0,,-1.29097461,0.598845622,5.65e-05,8.2e-05,,19308.57405,6.925
ID_6KSP0P,11/5/19,X6685,45.1946761,9.164638301,0.0,,-0.450701177,0.838126242,5.63e-05,9.08e-05,,19293.42758,17.825
ID_MWZI60,11/5/19,X6871,45.14526013,10.80332595,0.0,288.34,-1.289398532,0.172702759,5.7e-05,9.08e-05,,19301.01138,14.3
ID_EXL2UA,11/5/19,X9802,45.16056833,10.79556411,0.0,289.86,-1.289157748,0.172699928,5.7e-05,9.08e-05,,19301.01326,9.575
ID_GFKYHQ,11/5/19,X9928,45.14254063,10.04383616,0.0,,-0.274645097,0.722187949,5.71e-05,9.75e-05,,19304.18692,13.85
ID_NJUJHM,12/5/19,PD04,45.37100479,11.84082978,16.89788628,,,,,,,,9.0
ID_E4T00C,12/5/19,RO02,45.10407489,11.55324086,17.6433754,,,,,,,,2.0
ID_EG375C,12/5/19,TV01,45.88973369,12.30712448,0.0,,,,,,,,15.0
ID_3VU4AN,12/5/19,TV02,45.67172072,12.23780698,13.49482822,,,,,,,,16.0
ID_76NETC,12/5/19,VE01,45.6290925,12.59068235,8.88474369,,,,,,,,20.0
ID_N5G0QP,12/5/19,VR02,45.18262647,11.31051146,0.0,,,,,,,,9.0
ID_P1XC2M,12/5/19,X10038,45.61924378,8.756970445,0.0,,-1.425867915,0.72115165,5.89e-05,9.04e-05,,19240.81334,0.65
ID_YLLJ27,12/5/19,X10167,45.01687782,11.07609463,0.0,,,,,,,,4.85
ID_KRP2VJ,12/5/19,X12017,45.15046887,9.930596472,0.0,,-1.025494218,0.869068623,5.82e-05,0.000111,,19314.9881,6.9
ID_SMQNYL,12/5/19,X20034,45.10276628,8.904174528,0.0,,-1.321585847,0.776519272,5.88e-05,8.65e-05,,19288.28336,10.625
ID_D6VTSB,12/5/19,X5520,45.52655087,8.736496578,0.0,,-1.54275322,0.68537122,5.91e-05,9.87e-05,,19263.11437,2.95
ID_QTURQY,12/5/19,X5548,45.2819562,8.988562727,0.0,,-1.60966444,0.701816201,5.93e-05,8.48e-05,,19290.61417,9.05
ID_N54LCP,12/5/19,X5554,45.54851736,8.847321929,0.0,,-1.380579829,0.729480982,5.93e-05,8.6e-05,,19260.58354,4.725
ID_HB9OMN,12/5/19,X5950,45.27848755,10.00620239,0.0,,-1.378128529,0.716007352,5.85e-05,9.68e-05,,19317.75209,1.4
ID_MXHKAF,12/5/19,X6871,45.14526013,10.80332595,0.0,,-0.838437736,0.95313108,5.48e-05,0.000145,,19308.97496,9.875
ID_B2CJZI,12/5/19,X9802,45.16056833,10.79556411,0.0,,-0.838437736,0.95313108,5.48e-05,0.000145,,19308.97496,8.1
ID_21U7P4,12/5/19,X9928,45.14254063,10.04383616,0.0,,-1.310527241,0.750776977,5.78e-05,0.000106,,19312.95656,15.3
ID_BMFZHC,13-05-19,PD04,45.37100479,11.84082978,16.89788628,,-0.458033234,0.949048877,5.13e-05,0.00012,,19322.61587,29.0
ID_V734CD,13-05-19,RO02,45.10407489,11.55324086,0.0,,-0.349487871,0.954966068,5.1e-05,0.000133,,19318.68628,11.0
ID_MAL78M,13-05-19,TV01,45.88973369,12.30712448,15.50108147,,-0.976969079,0.921897705,5.23e-05,9.59e-05,,19277.15268,32.0
ID_7RQ3Y3,13-05-19,TV02,45.67172072,12.23780698,13.49482822,,-1.22225976,0.89642483,5.21e-05,0.000119,,19302.07931,35.0
ID_XSDX6C,13-05-19,VE01,45.6290925,12.59068235,26.65423012,,-1.362558825,0.687570929,5.24e-05,0.000107,,19294.73222,26.0
ID_94UBC1,13-05-19,VR02,45.18262647,11.31051146,0.0,,-0.698227525,0.954728842,5.12e-05,0.000124,,19324.69087,20.0
ID_MUKGP3,13-05-19,X10038,45.61924378,8.756970445,0.0,296.2,-1.277468592,0.087792154,5.38e-05,0.000154,0.000101,16693.80083,5.65
ID_TJN2HD,13-05-19,X10167,45.01687782,11.07609463,0.0,,-1.449460413,0.929448892,5.16e-05,0.000122,,19308.80435,12.375
ID_21TPHM,13-05-19,X12017,45.15046887,9.930596472,0.0,,-0.82283704,0.830348432,5.29e-05,0.000109,,16731.63191,9.625
ID_80R6T7,13-05-19,X20034,45.10276628,8.904174528,0.0,300.52,-0.294128374,0.431807963,5.55e-05,0.000106,5.11e-05,16718.65302,13.925
ID_F3OV27,13-05-19,X5520,45.52655087,8.736496578,0.0,,-1.350685285,0.11361295,5.4e-05,0.000148,9.38e-05,16702.02064,5.875
ID_26MJZT,13-05-19,X5548,45.2819562,8.988562727,0.0,291.5,-0.53088008,0.44883974,5.5e-05,0.000105,4.37e-05,16718.75004,11.55
ID_3MOBH1,13-05-19,X5554,45.54851736,8.847321929,0.0,300.8,-1.345018595,0.092402186,5.41e-05,0.000178,0.000124,16699.46674,14.625
ID_G4ZGZK,13-05-19,X5950,45.27848755,10.00620239,0.0,,-0.994990198,0.798238414,5.44e-05,0.000113,,18038.39761,12.96666667
ID_IPB7TO,13-05-19,X6871,45.14526013,10.80332595,0.0,,-0.629245341,0.941640198,5.19e-05,0.000127,,19318.13858,27.65
ID_C3QPCU,13-05-19,X9802,45.16056833,10.79556411,0.0,,-0.707610788,0.961046268,5.19e-05,0.000146,,19321.07145,18.725
ID_VHK7IL,13-05-19,X9928,45.14254063,10.04383616,0.0,,-0.97126621,0.83083266,5.59e-05,0.000101,,19322.80519,19.9
ID_6QFLWA,14-05-19,PD04,45.37100479,11.84082978,0.0,,-0.587591916,0.715430796,6.12e-05,0.000133,,19322.17742,27.0
ID_ZYEU8T,14-05-19,RO02,45.10407489,11.55324086,0.0,,-2.170261204,0.169434432,6.16e-05,0.000104,1.55e-05,19315.22885,9.0
ID_ESH8Y1,14-05-19,TV01,45.88973369,12.30712448,0.0,,-0.11443995,0.931546556,6.04e-05,0.000128,,19284.00185,23.0
ID_C726CG,14-05-19,TV02,45.67172072,12.23780698,0.0,,-0.616252065,0.871444941,6.08e-05,0.000124,,19299.49582,22.0
ID_QBFJYJ,14-05-19,VE01,45.6290925,12.59068235,0.0,295.68,-1.443707053,0.396565324,6.09e-05,0.000103,4.42e-05,19291.91749,20.0
ID_9LORK0,14-05-19,VR02,45.18262647,11.31051146,0.0,294.82,-2.092351198,0.042181775,6.06e-05,0.000106,4.58e-05,19322.5406,12.0
ID_9LWUR3,14-05-19,X10038,45.61924378,8.756970445,0.0,,-1.514254421,0.26812987,5.41e-05,0.000317,,16691.2595,11.475
ID_0D6EZZ,14-05-19,X10167,45.01687782,11.07609463,0.0,294.66,-1.343503461,0.155531864,5.98e-05,0.000116,5.15e-05,19306.83384,7.45
ID_DCSVBG,14-05-19,X12017,45.15046887,9.930596472,0.0,,-1.486950099,0.278464481,5.67e-05,0.000136,7.41e-05,18025.0656,8.775
ID_RWJF0I,14-05-19,X20034,45.10276628,8.904174528,0.0,,-1.462651647,0.152644357,5.55e-05,0.000133,8.15e-05,16716.16584,12.9
ID_9T0HE5,14-05-19,X5520,45.52655087,8.736496578,0.0,,-1.480684698,0.262466744,5.4e-05,0.000296,,16698.6359,11.425
ID_J6VF4P,14-05-19,X5548,45.2819562,8.988562727,0.0,,-1.450114965,0.301782932,5.57e-05,0.000184,9.17e-05,18005.9045,12.175
ID_3G41SN,14-05-19,X5554,45.54851736,8.847321929,0.0,,-1.406805705,0.320665322,5.42e-05,0.000293,,16697.65392,24.975
ID_KMRJSE,14-05-19,X5950,45.27848755,10.00620239,0.0,,-1.268512726,0.359886631,5.64e-05,0.00015,,18027.24344,1.775
ID_INHVZD,14-05-19,X6685,45.1946761,9.164638301,0.0,,-1.401370525,0.244112063,5.62e-05,0.000168,7.39e-05,18015.20581,11.3
ID_O0NND3,14-05-19,X6871,45.14526013,10.80332595,0.0,,-1.562761366,0.211863037,5.79e-05,0.000131,4.66e-05,18021.70937,10.55
ID_VC1QMP,14-05-19,X9802,45.16056833,10.79556411,0.0,286.38,-1.562761366,0.211863037,5.79e-05,0.000131,4.66e-05,18021.70937,12.825
ID_H4LRFN,14-05-19,X9928,45.14254063,10.04383616,0.0,,-1.278945714,0.25505133,5.67e-05,0.000133,7.22e-05,18023.47304,10.025
ID_1QCUZE,15-05-19,PD04,45.37100479,11.84082978,0.0,,-0.025099296,0.879032791,6.26e-05,0.000161,,22226.61524,23.0
ID_I56FVN,15-05-19,RO02,45.10407489,11.55324086,0.0,,-0.801529889,0.471809152,6.1e-05,0.000144,,22219.20205,10.0
ID_ZVC4YO,15-05-19,TV01,45.88973369,12.30712448,0.0,,-1.378955245,0.404046327,6.39e-05,0.000129,,22148.11175,23.0
ID_5HZ694,15-05-19,TV02,45.67172072,12.23780698,0.0,,-1.049465523,0.441777626,6.4e-05,0.000143,,22194.08978,26.0
ID_6VD8PG,15-05-19,VE01,45.6290925,12.59068235,0.0,,-0.837369558,0.585779504,6.09e-05,0.000142,,22176.29159,21.0
ID_52Z5EY,15-05-19,VR02,45.18262647,11.31051146,0.0,,-1.534047365,0.219234109,6.1e-05,0.000129,,22228.83026,15.0
ID_2FLX1I,15-05-19,X10038,45.61924378,8.756970445,0.0,,-1.432187557,0.089478821,6.22e-05,0.000183,0.00012,19243.00465,11.3
ID_FLFA3J,15-05-19,X10167,45.01687782,11.07609463,0.0,291.78,-2.273051739,0.029414261,6.09e-05,0.000117,5.56e-05,22208.33038,7.025
ID_SIME9H,15-05-19,X12017,45.15046887,9.930596472,0.0,,-1.147070289,0.685611933,6.21e-05,0.000114,,22231.48183,9.925
ID_WBLN05,15-05-19,X20034,45.10276628,8.904174528,0.0,,-0.968810797,0.095525332,6.34e-05,9.96e-05,3.61e-05,19289.49222,10.6
ID_KG75GT,15-05-19,X5520,45.52655087,8.736496578,0.0,,-1.50692153,0.058146048,6.23e-05,0.000189,0.000127,19254.6565,10.475
ID_TIOM2O,15-05-19,X5548,45.2819562,8.988562727,0.0,,-1.236768232,0.064180652,6.47e-05,0.000141,7.59e-05,20628.89353,11.425
ID_VAO6JI,15-05-19,X5554,45.54851736,8.847321929,0.0,291.98,-1.468834281,0.067320302,6.24e-05,0.000209,0.000147,19254.62855,25.8
ID_4OXBAI,15-05-19,X5950,45.27848755,10.00620239,0.0,,-0.947132961,0.708558354,6.18e-05,0.000124,,22234.95942,3.55
ID_L9TPQN,15-05-19,X6685,45.1946761,9.164638301,0.0,,-1.364056826,0.257533073,6.67e-05,0.000156,,22208.55972,20.1
ID_ITKFCT,15-05-19,X6871,45.14526013,10.80332595,0.0,,-2.123222589,0.219673708,6.12e-05,0.000114,,22221.38488,17.35
ID_DK28GF,15-05-19,X9802,45.16056833,10.79556411,0.0,,-2.106873462,0.228045249,6.12e-05,0.000112,,22221.3651,18.2
ID_NDAI1S,15-05-19,X9928,45.14254063,10.04383616,0.0,,-0.722758667,0.878028549,6.14e-05,0.000123,,22226.72644,16.125
ID_RYT6HU,16-05-19,PD04,45.37100479,11.84082978,0.0,,-0.377181619,0.509090006,6.58e-05,0.00015,,19304.83282,22.0
ID_0SGYDA,16-05-19,RO02,45.10407489,11.55324086,0.0,,-0.422302604,0.622297347,6.48e-05,9.6e-05,,19298.31861,10.0
